,cognitive_process_dimension_level,knowledge_dimension_level,Analyzing,Understanding,Evaluating,Applying,Remembering,Creating,conceptual_knowledge,factual_knowledge,procedural_knowledge,metacognitive_knowledge,bloom_todo
16094,Analyzing,"Procedural Knowledge, Conceptual Knowledge",1,0,0,0,0,0,0,0,0,0,0
16095,Creating,"Procedural Knowledge, Conceptual Knowledge",0,0,0,0,0,1,0,0,0,0,0
16096,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16097,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16098,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16099,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16085,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16086,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16087,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16088,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16089,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16090,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16091,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16092,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16093,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
16094,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16095,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
16096,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16097,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16098,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
16099,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16100,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16101,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16102,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
16103,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16104,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16090,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16091,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16092,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16093,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16094,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16095,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
16096,Analyzing,"Conceptual Knowledge, Procedural Knowledge",1,0,0,0,0,0,0,0,0,0,0
16097,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16098,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16099,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16100,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16101,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
16102,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16103,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16104,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16105,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16106,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16107,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16108,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16109,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16095,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16096,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
16097,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16098,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16099,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16100,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16101,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
16102,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16103,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16104,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16105,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16106,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16107,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16108,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16109,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16110,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16111,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16112,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16113,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16114,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16100,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16101,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16102,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
16103,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16104,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16105,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16106,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16107,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16108,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16109,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16110,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16111,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16112,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16113,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16114,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16115,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16116,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16117,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16118,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16119,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16105,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16106,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16107,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16108,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16109,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16110,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16111,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16112,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16113,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16114,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16115,"Understanding, Applying","Conceptual Knowledge, Procedural Knowledge",0,1,0,1,0,0,0,0,0,0,0
16116,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16117,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16118,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16119,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16120,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16121,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16122,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16123,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16124,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16110,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16111,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16112,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16113,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16114,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16115,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16116,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16117,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16118,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16119,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16120,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16121,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16122,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16123,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16124,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16125,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16126,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16127,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16128,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16129,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16115,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16116,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16117,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16118,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16119,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16120,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16121,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16122,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16123,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16124,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16125,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16126,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16127,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16128,"Understanding, Analyzing",Conceptual Knowledge,1,1,0,0,0,0,0,0,0,0,0
16129,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16130,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16131,"Understanding, Applying",Conceptual Knowledge,0,1,0,1,0,0,0,0,0,0,0
16132,"Understanding, Applying",Conceptual Knowledge,0,1,0,1,0,0,0,0,0,0,0
16133,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16134,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16120,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16121,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16122,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16123,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16124,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16125,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16126,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16127,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16128,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16129,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16130,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16131,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16132,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16133,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16134,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16135,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16136,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16137,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16138,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16139,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16125,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16126,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16127,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16128,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16129,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16130,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16131,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16132,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16133,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16134,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16135,"Understanding, Applying","Conceptual Knowledge, Procedural Knowledge",0,1,0,1,0,0,0,0,0,0,0
16136,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16137,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16138,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16139,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16140,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16141,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16142,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16143,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16144,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16130,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16131,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16132,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16133,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16134,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16135,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16136,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16137,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16138,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16139,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16140,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16141,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16142,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16143,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16144,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16145,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16146,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16147,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16148,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16149,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16135,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16136,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16137,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16138,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16139,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16140,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16141,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16142,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16143,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16144,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16145,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16146,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16147,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16148,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16149,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16150,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16151,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16152,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16153,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16154,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16140,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16141,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16142,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16143,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16144,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16145,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16146,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16147,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16148,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16149,"Understanding, Analyzing",Conceptual Knowledge,1,1,0,0,0,0,0,0,0,0,0
16150,"Understanding, Analyzing",Conceptual Knowledge,1,1,0,0,0,0,0,0,0,0,0
16151,"Understanding, Analyzing",Conceptual Knowledge,1,1,0,0,0,0,0,0,0,0,0
16152,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16153,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16154,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16155,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16156,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16157,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16158,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16159,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16145,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16146,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16147,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16148,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16149,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
16150,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16151,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16152,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16153,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16154,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16155,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16156,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16157,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16158,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16159,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16160,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16161,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16162,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16163,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16164,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16150,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16151,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16152,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16153,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16154,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16155,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16156,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16157,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16158,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16159,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16160,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16161,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16162,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16163,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16164,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16165,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16166,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16167,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16168,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16169,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
16155,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16156,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16157,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16158,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
16159,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
16160,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
16161,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16162,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16163,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16164,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16165,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16166,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
16167,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
16168,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
16169,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16170,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
16171,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16172,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
16173,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
16174,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16160,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16161,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16162,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16163,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16164,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16165,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16166,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16167,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16168,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16169,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16170,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16171,Evaluating,Conceptual Knowledge,0,0,1,0,0,0,0,0,0,0,0
16172,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16173,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16174,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16175,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16176,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16177,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16178,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16179,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16165,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16166,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16167,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
16168,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
